status,card_present,Tax_desc,Balance,Gender,Age,State,Amount,Movement,SalaryPerAnnum
1,1.00,0,28308.40,1,50,2.00,32.89,0,340095.48
1,1.00,2,3871.38,1,24,2.00,15.49,0,46642.44
1,1.00,2,4941.38,1,21,7.00,8.87,0,59403.00
1,1.00,2,12121.30,2,28,3.00,82.67,0,146447.64
1,1.00,0,28269.13,1,50,2.00,39.27,0,339700.80
2,0.80,4,5721.18,2,44,2.86,596.33,1,75810.12
2,0.80,1,4081.65,1,40,2.86,33.00,0,49375.80
1,0.00,0,7725.99,1,19,2.00,18.74,0,92936.76
1,1.00,2,3770.88,1,43,2.00,14.01,0,45418.68
1,1.00,2,5022.14,1,25,5.00,26.18,0,60579.84
1,0.00,0,9578.53,2,35,3.00,84.67,0,115958.40
1,1.00,2,9556.61,2,35,3.00,21.92,0,114942.36
1,1.00,0,4818.20,2,20,2.00,22.66,0,58090.32
2,0.80,4,6898.09,2,37,2.86,916.75,1,93778.08
1,1.00,0,8788.50,2,44,2.00,20.54,0,105708.48
1,1.00,0,8328.92,1,34,7.00,123.48,0,101428.80
1,0.00,2,8653.39,2,22,3.00,32.75,0,104233.68
2,0.80,1,8766.62,2,44,2.86,15.00,0,105379.44
2,0.80,1,6958.07,2,27,2.86,29.00,0,83844.84
2,0.80,4,3757.83,1,18,2.86,1537.68,1,63546.12
2,0.80,4,10173.73,2,25,2.86,2687.85,1,154338.96
2,0.80,1,8291.92,1,34,2.86,37.00,0,99947.04
2,0.80,4,5264.22,1,35,2.86,725.32,1,71874.48
1,1.00,0,4607.05,2,20,2.00,211.15,0,57818.40
1,1.00,2,8781.62,2,44,2.00,6.88,0,105462.00
1,1.00,2,199761.54,1,40,2.00,23.27,0,2397417.72
1,1.00,0,22978.72,1,34,3.00,22.22,0,276011.28
1,1.00,0,4589.43,2,20,2.00,17.62,0,55284.60
2,0.80,1,15243.22,2,23,2.86,41.00,0,183410.64
2,0.80,1,8769.72,2,38,2.86,49.00,0,105824.64
2,0.80,1,199740.54,1,40,2.86,21.00,0,2397138.48
1,1.00,0,8260.04,1,34,7.00,31.88,0,99503.04
1,1.00,0,28249.62,1,50,2.00,19.51,0,339229.56
1,1.00,0,3849.85,1,24,2.00,21.53,0,46456.56
2,0.80,1,9590.16,2,21,2.86,1176.00,0,129193.92
2,0.80,1,262339.15,2,46,2.86,50.00,0,3148669.80
1,1.00,2,22929.71,1,34,8.00,49.01,0,275744.64
1,0.00,2,8744.74,2,38,3.00,24.98,0,105236.64
1,1.00,0,4990.31,1,25,5.00,31.83,0,60265.68
1,1.00,0,28225.69,1,50,2.00,23.93,0,338995.44
2,0.80,1,8725.62,2,44,2.86,41.00,0,105199.44
1,1.00,2,3997.58,2,31,3.00,12.60,0,48122.16
1,1.00,0,7332.03,2,20,3.00,197.67,0,90356.40
1,1.00,0,13950.32,2,18,1.00,17.58,0,167614.80
2,0.80,5,12063.30,2,28,2.86,58.00,0,145455.60
1,1.00,2,13117.60,2,35,1.00,8.06,0,157507.92
1,0.00,0,8711.26,2,44,2.00,14.36,0,104707.44
1,1.00,2,11378.41,1,40,4.00,10.48,0,136666.68
1,1.00,2,3103.82,1,26,3.00,0.10,0,37247.04
2,0.80,1,8843.09,1,25,2.86,32.00,0,106501.08
2,0.80,1,14367.22,2,23,2.86,876.00,0,182918.64
2,0.80,1,9520.61,2,35,2.86,36.00,0,114679.32
2,0.80,1,3070.82,1,26,2.86,33.00,0,37245.84
1,1.00,2,4949.64,1,25,4.00,40.67,0,59883.72
1,1.00,2,8684.63,2,38,3.00,60.11,0,104936.88
1,0.00,2,5301.39,1,21,5.00,7.30,0,63704.28
1,1.00,2,4917.28,1,25,3.00,32.36,0,59395.68
2,0.80,1,15250.54,1,39,2.86,52.00,0,183630.48
2,0.80,3,62240.84,2,33,2.86,59.00,0,747598.08
1,1.00,2,7719.97,1,19,2.00,6.02,0,92711.88
1,0.00,0,7317.47,2,20,3.00,14.56,0,87984.36
1,1.00,2,4576.43,2,20,2.00,13.00,0,55073.16
1,1.00,0,8598.18,2,38,4.00,86.45,0,104215.56
1,1.00,0,22919.41,1,34,3.00,10.30,0,275156.52
1,1.00,2,4887.94,1,25,5.00,29.34,0,59007.36
1,1.00,2,6826.47,2,31,3.00,67.35,0,82725.84
2,0.80,1,5239.32,2,28,2.86,188.00,0,65127.84
1,1.00,0,4923.60,1,21,2.00,377.79,0,63616.68
1,1.00,2,3967.79,2,31,3.00,29.79,0,47970.96
2,0.80,1,8539.18,2,38,2.86,59.00,0,103178.16
2,0.80,1,18282.62,2,24,2.86,43.00,0,219907.44
2,0.80,1,13064.47,2,43,2.86,23.00,0,157049.64
2,0.80,1,11635.06,1,19,2.86,40.00,0,140100.72
1,1.00,2,3188.51,2,24,2.00,5.69,0,38330.40
1,1.00,2,8697.60,2,44,2.00,13.66,0,104535.12
1,0.00,2,3113.46,2,30,1.00,10.54,0,37488.00
2,0.80,1,38521.43,2,28,2.86,65.00,0,463037.16
2,0.80,1,10145.73,2,25,2.86,28.00,0,122084.76
2,0.80,1,4895.60,1,21,2.86,28.00,0,59083.20
1,1.00,0,4566.74,2,20,2.00,9.69,0,54917.16
2,0.80,1,11262.41,1,40,2.86,116.00,0,136540.92
2,0.80,1,13047.47,2,43,2.86,17.00,0,156773.64
1,1.00,0,4071.89,1,40,1.00,9.76,0,48979.80
2,0.80,1,2241.42,1,18,2.86,189.00,0,29165.04
1,1.00,0,5219.49,2,28,2.00,19.83,0,62871.84
1,1.00,2,11241.94,1,40,8.00,20.47,0,135148.92
1,0.00,0,5061.45,2,23,3.00,4.68,0,60793.56
1,0.00,0,8687.26,2,44,2.00,10.34,0,104371.20
1,0.00,0,4527.57,2,20,3.00,39.17,0,54800.88
1,0.00,0,6582.13,2,26,5.00,27.32,0,79313.40
1,1.00,0,4012.60,1,40,1.00,59.29,0,48862.68
1,1.00,0,5965.22,1,41,2.00,34.40,0,71995.44
1,0.00,2,8635.86,2,22,3.00,17.53,0,103840.68
1,0.00,0,8668.03,2,44,2.00,19.23,0,104247.12
1,1.00,2,6471.59,1,30,2.00,10.28,0,77782.44
1,1.00,2,3986.38,1,40,1.00,26.22,0,48151.20
1,1.00,2,11809.39,2,39,2.00,13.49,0,141874.56
1,1.00,0,11776.10,2,39,2.00,33.29,0,141712.68
2,0.80,1,62190.84,2,33,2.86,50.00,0,746890.08
2,0.80,1,10056.73,2,25,2.86,89.00,0,121748.76
1,1.00,2,3940.91,1,40,1.00,45.47,0,47836.56
1,1.00,2,13922.62,2,18,1.00,27.70,0,167403.84
1,1.00,0,5910.63,1,41,2.00,54.59,0,71582.64
1,1.00,2,6766.89,2,31,1.00,59.58,0,81917.64
2,0.80,3,6925.34,1,21,2.86,66.00,0,83896.08
2,0.80,1,5877.63,1,41,2.86,33.00,0,70927.56
2,0.80,3,3752.88,1,43,2.86,18.00,0,45250.56
2,0.80,4,40947.46,2,38,2.86,1880.95,1,513940.92
1,1.00,0,4828.06,1,21,3.00,67.54,0,58747.20
1,1.00,2,4813.67,1,21,3.00,14.39,0,57936.72
1,1.00,2,3902.21,1,40,1.00,38.70,0,47290.92
1,1.00,0,4899.21,1,21,7.00,42.17,0,59296.56
1,0.00,0,11232.60,1,40,4.00,9.34,0,134903.28
1,0.00,2,39066.51,2,38,3.00,93.62,0,469921.56
1,1.00,0,4454.87,2,20,2.00,72.70,0,54330.84
2,0.80,1,22903.41,1,34,2.86,16.00,0,275032.92
2,0.80,4,6614.30,1,20,2.86,1138.79,1,93037.08
2,0.80,1,11095.44,1,23,2.86,179.00,0,135293.28
2,0.80,4,4630.53,2,37,2.86,917.45,1,66575.76
1,1.00,2,3879.87,1,40,1.00,22.34,0,46826.52
1,1.00,2,4445.02,2,20,2.00,9.85,0,53458.44
1,0.00,0,3871.06,1,40,1.00,8.81,0,46558.44
2,0.80,4,3037.69,1,64,2.86,576.00,1,43364.28
2,0.80,4,6113.27,1,25,2.86,1225.33,1,88063.20
2,0.80,4,13179.17,1,40,2.86,1946.57,1,181508.88
2,0.80,1,4870.21,1,21,2.86,29.00,0,58790.52
2,0.80,1,5314.13,1,47,2.86,1403.00,0,80605.56
1,0.00,0,7286.10,2,20,3.00,31.37,0,87809.64
1,1.00,2,12057.68,2,28,2.00,5.62,0,144759.60
1,0.00,2,22866.41,1,34,8.00,37.00,0,274840.92
1,1.00,2,2182.88,1,18,3.00,58.54,0,26897.04
2,0.80,1,18993.08,1,46,2.86,22.00,0,228180.96
2,0.80,1,70202.78,2,40,2.86,40.00,0,842913.36
2,0.80,4,4135.17,1,18,2.86,1952.29,1,73049.52
1,1.00,0,8528.82,2,38,3.00,10.36,0,102470.16
1,1.00,2,3172.05,2,24,2.00,16.46,0,38262.12
1,0.00,0,3047.71,1,26,5.00,23.11,0,36849.84
1,1.00,2,3834.53,1,24,2.00,15.32,0,46198.20
1,0.00,2,12023.77,2,28,2.00,33.91,0,144692.16
1,0.00,0,12000.04,2,28,2.00,23.73,0,144285.24
2,0.80,1,4411.21,1,53,2.86,156.00,0,54806.52
2,0.80,4,16609.05,2,38,2.86,3649.51,1,243102.72
2,0.80,4,11829.28,2,35,2.86,2308.67,1,169655.40
1,1.00,2,3152.63,2,24,2.00,19.42,0,38064.60
1,1.00,2,6598.32,1,20,5.00,15.98,0,79371.60
1,1.00,0,6731.69,2,31,3.00,35.20,0,81202.68
1,1.00,2,13086.97,2,35,1.00,30.63,0,157411.20
1,0.00,0,8655.17,2,44,2.00,12.86,0,104016.36
1,0.00,2,8596.32,2,22,3.00,39.54,0,103630.32
1,0.00,2,3787.95,1,24,2.00,46.58,0,46014.36
2,0.80,4,7136.00,2,28,2.86,1916.51,1,108630.12
2,0.80,1,13194.24,2,40,2.86,41.00,0,158822.88
2,0.80,4,36270.87,2,21,2.86,1560.20,1,453972.84
2,0.80,1,38478.43,2,28,2.86,43.00,0,462257.16
2,0.80,1,3363.65,1,24,2.86,27.00,0,40687.80
1,1.00,0,4798.42,1,21,7.00,71.79,0,58442.52
1,1.00,0,40919.33,2,38,3.00,28.13,0,491369.52
1,1.00,0,8565.18,2,22,3.00,31.14,0,103155.84
2,0.80,4,21463.53,1,46,2.86,2470.45,1,287207.76
2,0.80,4,264519.11,2,46,2.86,2179.96,1,3200388.84
2,0.80,4,15631.73,2,35,2.86,2544.76,1,218117.88
1,1.00,0,3726.21,1,43,3.00,26.67,0,45034.56
1,1.00,0,22840.70,1,34,4.00,25.71,0,274396.92
1,1.00,2,4128.03,1,18,3.00,7.14,0,49622.04
1,1.00,2,3761.67,1,24,2.00,26.28,0,45455.40
1,0.00,2,22815.98,1,34,4.00,24.72,0,274088.40
1,0.00,2,13904.09,2,18,1.00,18.53,0,167071.44
2,0.80,3,6892.34,1,21,2.86,33.00,0,83104.08
2,0.80,1,3099.63,2,24,2.86,53.00,0,37831.56
2,0.80,1,19755.62,1,38,2.86,66.00,0,237859.44
1,1.00,0,8510.74,2,38,4.00,18.08,0,102345.84
1,1.00,2,3744.85,1,24,2.00,16.82,0,45140.04
2,0.80,1,22752.98,1,34,2.86,63.00,0,273791.76
2,0.80,3,6543.32,1,20,2.86,55.00,0,79179.84
2,0.80,1,13366.90,2,19,2.86,40.00,0,160882.80
2,0.80,1,2582.66,1,35,2.86,45.00,0,31531.92
2,0.80,1,4735.67,1,21,2.86,78.00,0,57764.04
1,1.00,2,3056.07,2,24,2.00,43.56,0,37195.56
1,1.00,0,2627.66,1,35,2.00,46.65,0,32091.72
1,1.00,2,3077.42,2,30,1.00,36.04,0,37361.52
1,1.00,0,11761.94,2,39,2.00,14.16,0,141313.20
1,0.00,2,6548.82,2,26,5.00,33.31,0,78985.56
1,1.00,0,3711.24,1,43,2.00,14.97,0,44714.52
2,0.80,1,13877.09,2,18,2.86,27.00,0,166849.08
1,1.00,2,8504.38,2,38,4.00,6.36,0,102128.88
1,0.00,0,8484.66,2,38,4.00,19.72,0,102052.56
1,1.00,0,8519.14,2,19,5.00,47.80,0,102803.28
1,1.00,0,2481.62,1,35,3.00,101.04,0,30991.92
1,1.00,0,5778.80,1,41,1.00,98.83,0,70531.56
1,1.00,2,11725.43,2,20,4.00,6.49,0,140783.04
2,0.80,1,6459.37,1,20,2.86,69.00,0,78340.44
2,0.80,1,55072.06,2,78,2.86,38.00,0,661320.72
2,0.80,1,6702.69,2,31,2.86,29.00,0,80780.28
2,0.80,1,13316.90,2,19,2.86,50.00,0,160402.80
2,0.80,1,3054.42,2,30,2.86,23.00,0,36929.04
1,1.00,0,3688.93,1,24,1.00,55.92,0,44938.20
1,0.00,0,4112.69,1,18,5.00,15.34,0,49536.36
1,1.00,0,12990.83,2,43,2.00,56.64,0,156569.64
1,0.00,0,22739.22,1,34,3.00,13.76,0,273035.76
1,1.00,2,6528.37,1,20,5.00,14.95,0,78519.84
1,0.00,0,8511.53,2,19,5.00,7.61,0,102229.68
1,1.00,0,11808.92,2,28,3.00,191.12,0,144000.48
1,1.00,0,4300.10,1,18,4.00,18.11,0,51818.52
1,1.00,2,8240.64,1,34,3.00,50.79,0,99497.16
1,0.00,0,12955.24,2,43,2.00,35.59,0,155889.96
1,1.00,0,5748.42,1,41,2.00,30.38,0,69345.60
1,1.00,0,8550.67,2,22,3.00,14.51,0,102782.16
1,0.00,2,8210.87,1,34,4.00,29.77,0,98887.68
1,1.00,0,18265.55,2,24,1.00,17.07,0,219391.44
1,1.00,2,4772.17,1,21,2.00,26.25,0,57581.04
1,1.00,0,21363.84,1,46,3.00,99.69,0,257562.36
2,0.80,1,3015.07,2,24,2.86,41.00,0,36672.84
1,0.00,2,6527.59,2,26,5.00,21.23,0,78585.84
1,1.00,0,8443.29,2,22,3.00,107.38,0,102608.04
1,0.00,0,7066.37,2,69,2.00,111.63,0,86136.00
1,0.00,0,4098.39,1,18,3.00,14.30,0,49352.28
1,1.00,2,8405.05,2,22,3.00,38.24,0,101319.48
1,1.00,2,22728.10,1,34,4.00,11.12,0,272870.64
1,1.00,2,2975.16,2,24,2.00,39.91,0,36180.84
1,1.00,0,2966.90,2,24,3.00,8.26,0,35701.92
1,1.00,2,8382.13,2,22,3.00,22.92,0,100860.60
2,0.80,1,6087.27,1,25,2.86,26.00,0,73359.24
1,0.00,0,8811.61,1,25,3.00,31.48,0,106117.08
1,0.00,2,2946.86,2,24,2.00,20.04,0,35602.80
2,0.80,1,6699.34,1,21,2.86,193.00,0,82708.08
1,1.00,0,6503.54,2,26,3.00,24.05,0,78331.08
2,0.80,1,36242.87,2,21,2.86,28.00,0,435250.44
1,1.00,0,5738.15,1,41,2.00,10.27,0,68981.04
1,1.00,0,3810.61,1,40,1.00,60.45,0,46452.72
1,1.00,2,13114.20,1,40,3.00,64.97,0,158150.04
2,0.80,1,6676.69,2,31,2.86,26.00,0,80432.28
2,0.80,1,19710.62,1,38,2.86,45.00,0,237067.44
2,0.80,1,11052.44,1,23,2.86,43.00,0,133145.28
2,0.80,1,39309.38,2,42,2.86,37.00,0,472156.56
1,1.00,0,4612.50,2,37,1.00,18.03,0,55566.36
1,0.00,2,3933.56,2,31,3.00,34.23,0,47613.48
1,0.00,2,8664.72,1,25,5.00,146.89,0,105739.32
2,0.80,1,13032.20,1,40,2.86,82.00,0,157370.40
1,1.00,0,6391.88,1,20,5.00,67.49,0,77512.44
1,1.00,2,22716.26,1,34,4.00,11.84,0,272737.20
1,1.00,2,4603.74,2,37,1.00,8.76,0,55350.00
1,1.00,0,12938.45,2,43,2.00,16.79,0,155462.88
1,1.00,0,18242.05,2,24,1.00,23.50,0,219186.60
1,0.00,2,3692.64,1,43,2.00,18.60,0,44534.88
1,0.00,0,6381.07,1,27,5.00,7.71,0,76665.36
2,0.80,1,4053.39,1,18,2.86,45.00,0,49180.68
1,1.00,0,2717.90,1,26,1.00,9.53,0,32729.16
1,1.00,0,18219.03,2,24,3.00,23.02,0,218904.60
1,1.00,0,2709.46,1,26,2.00,8.44,0,32614.80
1,1.00,2,18213.55,2,24,5.00,5.48,0,218628.36
2,0.80,3,7046.00,2,28,2.86,90.00,0,85632.00
2,0.80,1,6659.69,2,31,2.86,17.00,0,80120.28
1,1.00,0,4581.59,2,37,1.00,22.15,0,55244.88
1,1.00,2,4567.79,2,37,1.00,13.80,0,54979.08
1,1.00,2,8503.10,1,25,3.00,161.62,0,103976.64
1,1.00,0,2703.06,1,26,1.00,6.40,0,32513.52
1,1.00,0,18207.47,2,24,1.00,6.08,0,218562.60
1,1.00,0,2694.98,1,26,1.00,8.08,0,32436.72
1,1.00,2,4559.17,2,37,1.00,8.62,0,54813.48
1,0.00,0,3884.16,2,31,3.00,49.40,0,47202.72
2,0.80,3,6818.07,2,27,2.86,140.00,0,83496.84
2,0.80,1,13704.09,2,18,2.86,173.00,0,166525.08
2,0.80,1,16026.17,2,42,2.86,45.00,0,192854.04
2,0.80,3,4962.45,2,23,2.86,99.00,0,60737.40
1,1.00,0,4544.42,2,37,1.00,14.75,0,54710.04
1,1.00,2,12923.71,2,43,2.00,14.74,0,155261.40
1,1.00,0,2683.21,1,26,1.00,11.77,0,32339.76
1,1.00,2,2673.61,1,26,1.00,9.60,0,32198.52
2,0.80,3,11785.28,2,35,2.86,44.00,0,141951.36
1,1.00,2,3038.00,2,30,1.00,16.42,0,36653.04
1,0.00,2,3022.90,2,30,1.00,15.10,0,36456.00
1,1.00,0,4381.53,2,20,2.00,63.49,0,53340.24
2,0.80,3,13659.09,2,18,2.86,45.00,0,164449.08
2,0.80,1,18137.47,2,24,2.86,70.00,0,218489.64
1,1.00,2,112723.55,2,42,1.00,80.41,0,1353647.52
1,1.00,2,3803.87,1,40,1.00,6.74,0,45727.32
1,1.00,2,7020.28,2,28,2.00,25.72,0,84552.00
1,1.00,2,2995.18,2,30,1.00,27.72,0,36274.80
1,1.00,2,6363.17,1,27,5.00,17.90,0,76572.84
1,1.00,2,6374.09,1,20,3.00,17.79,0,76702.56
1,1.00,2,6354.86,1,20,5.00,19.23,0,76489.08
1,1.00,0,2665.39,1,26,1.00,8.22,0,32083.32
1,1.00,0,16580.30,2,38,2.00,28.75,0,199308.60
1,1.00,2,3653.05,1,43,2.00,39.59,0,44311.68
1,1.00,2,4283.31,1,18,4.00,16.79,0,51601.20
1,1.00,2,6958.91,2,22,3.00,34.36,0,83919.24
2,0.80,1,7049.37,2,69,2.86,17.00,0,84796.44
2,0.80,5,13638.09,2,18,2.86,21.00,0,163909.08
1,1.00,2,6947.90,2,22,3.00,11.01,0,83506.92
1,1.00,2,3623.31,1,43,2.00,29.74,0,43836.60
1,1.00,0,2444.84,1,35,4.00,36.78,0,29779.44
1,0.00,2,8482.96,1,25,5.00,20.14,0,102037.20
2,0.80,1,15510.73,2,35,2.86,121.00,0,187580.76
2,0.80,1,11759.92,2,28,2.86,49.00,0,141707.04
1,1.00,0,6318.67,1,20,5.00,36.19,0,76258.32
1,1.00,0,6326.90,1,27,5.00,36.27,0,76358.04
1,1.00,2,8180.32,1,34,3.00,30.55,0,98530.44
1,1.00,0,6929.45,2,22,3.00,18.45,0,83374.80
1,1.00,2,6068.23,1,25,5.00,19.04,0,73047.24
1,1.00,2,4351.29,2,20,3.00,30.24,0,52578.36
2,0.80,1,8243.04,1,34,2.86,17.00,0,99120.48
2,0.80,3,7893.82,1,30,2.86,155.00,0,96585.84
1,0.00,0,2658.87,1,26,1.00,6.52,0,31984.68
1,1.00,0,2989.94,2,30,1.00,5.24,0,35942.16
2,0.80,1,5537.47,2,20,2.86,116.00,0,67841.64
1,1.00,2,62176.04,2,33,2.00,14.80,0,746290.08
1,1.00,0,4946.04,2,23,3.00,16.41,0,59549.40
1,1.00,0,2653.52,1,26,1.00,5.35,0,31906.44
1,1.00,0,3761.50,1,40,5.00,42.37,0,45646.44
1,1.00,2,3595.19,1,43,3.00,28.12,0,43479.72
2,0.80,3,3660.93,1,24,2.86,28.00,0,44267.16
2,0.80,3,5193.13,1,47,2.86,121.00,0,63769.56
1,0.00,0,11603.67,2,39,2.00,158.27,0,141143.28
1,1.00,0,6803.49,2,27,2.00,14.58,0,81816.84
1,0.00,2,18118.73,2,24,1.00,18.74,0,217649.64
1,1.00,2,3734.65,1,18,3.00,23.18,0,45093.96
1,1.00,2,2901.45,2,24,2.00,45.41,0,35362.32
2,0.80,1,21335.84,1,46,2.86,28.00,0,256366.08
1,1.00,2,3559.97,1,43,2.00,35.22,0,43142.28
1,1.00,0,4331.31,2,20,2.00,19.98,0,52215.48
1,0.00,2,4534.67,2,37,1.00,9.75,0,54533.04
1,1.00,0,11725.04,2,28,2.00,34.88,0,141119.04
1,0.00,2,4278.81,1,18,8.00,4.50,0,51399.72
1,1.00,0,2630.48,1,26,1.00,23.04,0,31842.24
1,1.00,2,16553.67,2,38,2.00,26.63,0,198963.60
1,1.00,0,40876.41,2,38,3.00,42.92,0,491031.96
1,0.00,2,4009.05,1,18,3.00,44.34,0,48640.68
1,1.00,2,7263.94,2,20,3.00,22.16,0,87433.20
2,0.80,1,8228.36,1,20,2.86,30.00,0,99100.32
1,1.00,2,3739.18,1,40,1.00,22.32,0,45138.00
1,1.00,0,6780.82,2,27,2.00,22.67,0,81641.88
1,1.00,2,2617.61,1,26,1.00,12.87,0,31565.76
1,1.00,2,22597.75,1,34,4.00,118.51,0,272595.12
1,0.00,2,8258.36,1,20,3.00,21.50,0,99358.32
1,1.00,0,2605.80,1,26,1.00,11.81,0,31411.32
1,1.00,2,3900.19,1,18,5.00,108.86,0,48108.60
1,1.00,2,4258.75,1,18,5.00,20.06,0,51345.72
1,0.00,2,22585.07,1,34,5.00,12.68,0,271173.00
1,1.00,0,3150.06,2,31,3.00,734.10,0,46609.92
1,1.00,0,6309.89,1,27,5.00,17.01,0,75922.80
2,0.80,5,9869.28,2,35,2.86,1916.00,0,141423.36
2,0.80,1,264476.11,2,46,2.86,43.00,0,3174229.32
2,0.80,1,5169.13,1,47,2.86,24.00,0,62317.56
1,0.00,2,18089.16,2,24,1.00,29.57,0,217424.76
1,1.00,2,11696.85,2,28,5.00,28.19,0,140700.48
1,0.00,2,13017.50,1,40,5.00,14.70,0,156386.40
1,0.00,2,3719.16,1,40,1.00,20.02,0,44870.16
1,1.00,2,2973.51,2,30,1.00,16.43,0,35879.28
1,0.00,2,22535.31,1,34,5.00,49.76,0,271020.84
1,1.00,2,2233.19,1,18,1.00,1501.46,0,44815.80
2,0.80,1,7047.01,2,22,2.86,25.00,0,84864.12
1,1.00,0,8452.89,2,38,2.00,31.77,0,101815.92
1,0.00,2,4520.82,2,37,1.00,13.85,0,54416.04
2,0.80,1,4591.17,1,21,2.86,181.00,0,57266.04
2,0.80,3,13537.09,2,18,2.86,101.00,0,163657.08
2,0.80,3,47648.13,2,22,2.86,36.00,0,572209.56
1,1.00,2,4936.77,2,23,3.00,9.27,0,59352.48
2,0.80,1,3622.93,1,24,2.86,38.00,0,43931.16
1,1.00,0,12971.58,1,40,3.00,45.92,0,156210.00
2,0.80,1,22504.31,1,34,2.86,31.00,0,270423.72
2,0.80,1,3007.69,1,64,2.86,30.00,0,36452.28
2,0.80,3,70163.78,2,40,2.86,39.00,0,842433.36
2,0.80,3,13082.24,2,40,2.86,112.00,0,158330.88
1,1.00,2,13290.69,2,19,1.00,26.21,0,159802.80
2,0.80,1,4249.83,2,20,2.86,49.00,0,51585.96
1,1.00,0,4298.83,2,20,2.00,32.48,0,51975.72
2,0.80,1,6855.37,2,69,2.86,194.00,0,84592.44
2,0.80,3,7014.01,2,22,2.86,33.00,0,84564.12
1,1.00,2,4236.26,2,20,2.00,13.57,0,50997.96
1,1.00,0,6285.29,1,27,5.00,24.60,0,75718.68
1,1.00,2,4214.59,2,20,2.00,21.67,0,50835.12
1,1.00,2,6749.54,2,27,2.00,31.28,0,81369.84
1,1.00,2,7241.83,2,20,5.00,22.11,0,87167.28
1,0.00,2,4915.99,2,23,3.00,20.78,0,59241.24
1,1.00,2,7013.85,2,28,2.00,6.43,0,84243.36
1,1.00,2,8162.86,1,34,3.00,17.46,0,98163.84
1,1.00,2,18082.63,2,24,1.00,6.53,0,217069.92
1,1.00,0,22479.17,1,34,8.00,25.14,0,270051.72
1,1.00,0,7215.07,2,20,4.00,26.76,0,86901.96
1,1.00,2,21279.77,1,46,3.00,56.07,0,256030.08
1,1.00,0,62146.20,2,33,2.00,29.84,0,746112.48
1,0.00,2,8469.77,1,25,1.00,13.19,0,101795.52
2,0.80,1,8371.89,2,38,2.86,81.00,0,101434.68
2,0.80,1,36200.87,2,21,2.86,42.00,0,434914.44
1,1.00,0,4907.79,2,23,3.00,8.20,0,58991.88
1,0.00,2,8225.28,1,34,5.00,17.76,0,98916.48
1,0.00,0,5743.36,2,28,2.00,1270.49,0,84166.20
1,0.00,2,62096.97,2,33,4.00,49.23,0,745754.40
1,0.00,0,112673.71,2,42,3.00,49.84,0,1352682.60
1,1.00,2,8184.40,1,34,7.00,40.88,0,98703.36
1,1.00,2,62081.86,2,33,2.00,15.11,0,745163.64
2,0.80,1,38450.43,2,28,2.86,28.00,0,461741.16
2,0.80,3,12892.71,2,43,2.86,31.00,0,155084.52
2,0.80,3,30876.92,1,43,2.86,38.00,0,370979.04
2,0.80,1,11662.85,2,28,2.86,34.00,0,140362.20
1,1.00,0,18055.37,2,24,1.00,27.26,0,216991.56
1,1.00,0,3121.33,2,31,3.00,28.73,0,37800.72
1,0.00,0,4893.61,2,23,3.00,14.18,0,58893.48
1,0.00,0,3537.82,1,43,2.00,22.15,0,42719.64
1,1.00,2,2589.68,1,26,1.00,16.12,0,31269.60
2,0.80,1,8474.53,2,19,2.86,37.00,0,102138.36
1,1.00,2,2579.70,1,26,1.00,9.98,0,31076.16
1,1.00,2,6260.88,1,27,5.00,24.41,0,75423.48
1,1.00,2,4654.58,1,30,3.00,142.35,0,57563.16
1,1.00,0,4245.70,1,18,4.00,13.05,0,51105.00
1,1.00,0,4604.55,1,30,5.00,50.03,0,55854.96
1,1.00,2,7698.62,1,19,2.00,21.35,0,92639.64
2,0.80,3,13497.09,2,18,2.86,40.00,0,162445.08
1,1.00,2,62037.66,2,33,2.00,44.20,0,744982.32
1,1.00,2,2563.72,1,26,1.00,15.98,0,30956.40
1,1.00,0,4200.03,2,20,2.00,14.56,0,50575.08
1,1.00,0,3697.57,1,40,1.00,21.59,0,44629.92
1,1.00,0,2545.64,1,26,1.00,18.08,0,30764.64
1,0.00,0,2525.65,1,26,3.00,19.99,0,30547.68
1,0.00,2,22453.66,1,34,4.00,25.51,0,269750.04
1,0.00,0,7673.83,1,19,2.00,24.79,0,92383.44
1,1.00,2,3663.31,1,40,1.00,34.26,0,44370.84
1,1.00,2,4177.41,2,20,2.00,22.62,0,50400.36
1,1.00,0,3519.10,1,43,5.00,18.72,0,42453.84
1,1.00,2,5708.40,1,41,2.00,29.75,0,68857.80
2,0.80,1,4582.55,1,30,2.86,22.00,0,55254.60
1,0.00,2,3866.84,1,18,5.00,33.35,0,46802.28
1,1.00,2,8127.87,1,34,3.00,34.99,0,97954.32
1,1.00,2,5684.72,1,41,2.00,23.68,0,68500.80
1,1.00,0,4872.16,2,23,1.00,21.45,0,58723.32
2,0.80,1,6614.69,2,31,2.86,45.00,0,79916.28
1,1.00,0,11584.52,2,39,2.00,19.15,0,139244.04
1,1.00,0,13470.46,2,18,1.00,26.63,0,161965.08
2,0.80,1,11034.44,1,23,2.86,18.00,0,132629.28
2,0.80,3,13443.46,2,18,2.86,27.00,0,161645.52
2,0.80,5,11456.06,1,19,2.86,179.00,0,139620.72
1,1.00,0,3473.22,1,43,3.00,45.88,0,42229.20
1,1.00,0,3445.99,1,43,2.00,27.23,0,41678.64
1,0.00,2,22428.43,1,34,4.00,25.23,0,269443.92
1,1.00,0,3112.85,2,31,3.00,8.48,0,37455.96
